STOCK,Date,Open,High,Low,Close,Adj Close,Volume,Close_7_Days
AAPL,12/1/2024,186.059998,186.740005,185.190002,185.919998,185.431549,40444700,191.559998
META,12/1/2024,370.160004,377.059998,369.540009,374.48999,374.093079,19295700,383.450012
AMD,11/1/2024,148.520004,150.380005,143.690002,148.020004,148.020004,62764600,162.669998
NVDA,11/1/2024,549.98999,553.460022,535.599976,548.219971,548.194275,59675900,571.070007
MSFT,11/1/2024,386,390.679993,380.380005,384.630005,383.22879,27850800,393.869995
AMZN,11/1/2024,155.039993,157.169998,153.119995,155.179993,155.179993,49072700,153.5
GOOG,11/1/2024,144.895004,146.660004,142.214996,143.669998,143.669998,17471100,144.990005
AAPL,11/1/2024,186.539993,187.050003,183.619995,185.589996,185.102417,49128400,188.630005
META,11/1/2024,372.130005,372.779999,362.929993,369.670013,369.278198,17205400,376.130005
AMD,10/1/2024,150.070007,150.880005,146.649994,148.539993,148.539993,56951200,160.169998
NVDA,10/1/2024,536.159973,546,534.890015,543.5,543.474487,53379600,560.530029
MSFT,10/1/2024,376.369995,384.170013,376.320007,382.769989,381.375549,25514200,389.470001
AMZN,10/1/2024,152.059998,154.419998,151.880005,153.729996,153.729996,44421800,151.710007
GOOG,10/1/2024,142.520004,144.524994,142.460007,143.800003,143.800003,16641900,142.889999
AAPL,10/1/2024,184.350006,186.399994,183.919998,186.190002,185.700851,46792900,182.679993
META,10/1/2024,360.170013,372.940002,359.079987,370.470001,370.077332,22117200,368.369995
AMD,9/1/2024,145.949997,149.860001,145.080002,149.259995,149.259995,67875700,158.740005
NVDA,9/1/2024,524.01001,543.25,516.900024,531.400024,531.375122,77310000,563.820007
MSFT,9/1/2024,372.01001,375.98999,371.190002,375.790009,374.421021,20830000,390.269989
AMZN,9/1/2024,148.330002,151.710007,148.210007,151.369995,151.369995,43812600,153.160004
GOOG,9/1/2024,140.059998,142.800003,139.789993,142.559998,142.559998,19579700,144.080002
AAPL,9/1/2024,183.919998,185.149994,182.729996,185.139999,184.653595,42841800,183.630005
META,9/1/2024,356.399994,360.640015,355.359985,357.429993,357.051147,13463900,367.459991
AMD,8/1/2024,140.360001,147.149994,140.149994,146.179993,146.179993,71756900,Nan
NVDA,8/1/2024,495.119995,522.75,494.790009,522.530029,522.505493,64251000,Nan
MSFT,8/1/2024,369.299988,375.200012,369.01001,374.690002,373.325012,23134000,Nan
AMZN,8/1/2024,146.740005,149.399994,146.149994,149.100006,149.100006,46757100,Nan
GOOG,8/1/2024,138,140.639999,137.880005,140.529999,140.529999,17645300,Nan
AAPL,8/1/2024,182.089996,185.600006,181.5,185.559998,185.072495,59144500,Nan
META,8/1/2024,354.700012,358.980011,352.049988,358.660004,358.279877,13890200,Nan
AMD,5/1/2024,136.779999,141.009995,136.440002,138.580002,138.580002,69595000,146.559998
NVDA,5/1/2024,484.619995,495.470001,483.059998,490.970001,490.94696,41456800,547.099976
MSFT,5/1/2024,368.970001,372.059998,366.5,367.75,366.410309,20987000,388.470001
AMZN,5/1/2024,144.690002,146.589996,144.529999,145.240005,145.240005,45124800,154.619995
GOOG,5/1/2024,138.352005,138.809998,136.850006,137.389999,137.389999,15433200,144.240005
AAPL,5/1/2024,181.990005,182.759995,180.169998,181.179993,180.703995,62303300,185.919998
META,5/1/2024,346.98999,353.5,346.26001,351.950012,351.576996,13920700,374.48999
AMD,4/1/2024,134.300003,137.699997,134,136.009995,136.009995,58610300,148.020004
NVDA,4/1/2024,477.670013,485,475.079987,479.980011,479.957489,30653500,548.219971
MSFT,4/1/2024,370.670013,373.100006,367.170013,367.940002,366.599579,20901500,384.630005
AMZN,4/1/2024,145.589996,147.380005,144.050003,144.570007,144.570007,56039800,155.179993
GOOG,4/1/2024,139.850006,140.634995,138.009995,138.039993,138.039993,18253300,143.669998
AAPL,4/1/2024,182.149994,183.089996,180.880005,181.910004,181.432098,71983600,185.589996
META,4/1/2024,344.5,348.149994,343.399994,347.119995,346.752075,12099900,369.670013
AMD,3/1/2024,135.710007,137.429993,133.740005,135.320007,135.320007,61988600,148.539993
NVDA,3/1/2024,474.850006,481.839996,473.200012,475.690002,475.667694,32089600,543.5
MSFT,3/1/2024,369.01001,373.26001,368.51001,370.600006,369.249908,23083500,382.769989
AMZN,3/1/2024,149.199997,151.050003,148.330002,148.470001,148.470001,49425500,153.729996
GOOG,3/1/2024,138.600006,141.089996,138.429993,140.360001,140.360001,18974300,143.800003
AAPL,3/1/2024,184.220001,185.880005,183.429993,184.25,183.76593,58414500,186.190002
META,3/1/2024,344.980011,347.950012,343.179993,344.470001,344.104889,15451100,370.470001
AMD,2/1/2024,144.279999,144.399994,137.429993,138.580002,138.580002,64902000,149.259995
NVDA,2/1/2024,492.440002,492.950012,475.950012,481.679993,481.65741,41125400,531.400024
MSFT,2/1/2024,373.859985,375.899994,366.769989,370.869995,369.518921,25258600,375.790009
AMZN,2/1/2024,151.539993,152.380005,148.389999,149.929993,149.929993,47339400,151.369995
GOOG,2/1/2024,139.600006,140.615005,137.740005,139.559998,139.559998,20071900,142.559998
AAPL,2/1/2024,187.149994,188.440002,183.889999,185.639999,185.152283,82488700,185.139999
META,2/1/2024,351.320007,353.160004,340.01001,346.290009,345.922974,19042200,357.429993
AMD,29/12/2023,149.5,151.050003,147.199997,147.410004,147.410004,62028200,138.580002
NVDA,29/12/2023,498.130005,499.970001,487.51001,495.220001,495.196777,38869000,490.970001
MSFT,29/12/2023,376,377.160004,373.480011,376.040009,374.670074,18723000,367.75
AMZN,29/12/2023,153.100006,153.889999,151.029999,151.940002,151.940002,39789000,145.240005
GOOG,29/12/2023,140.679993,141.434998,139.899994,140.929993,140.929993,14872700,137.389999
AAPL,29/12/2023,193.899994,194.399994,191.729996,192.529999,192.024185,42628800,181.179993
META,29/12/2023,358.98999,360,351.820007,353.959991,353.584839,14980500,351.950012
AMD,28/12/2023,146.800003,150.410004,145.949997,148.759995,148.759995,63800700,136.009995
NVDA,28/12/2023,496.429993,498.839996,494.119995,495.220001,495.196777,24658700,479.980011
MSFT,28/12/2023,375.369995,376.459991,374.160004,375.279999,373.912842,14327000,367.940002
AMZN,28/12/2023,153.720001,154.080002,152.949997,153.380005,153.380005,27057000,144.570007
GOOG,28/12/2023,141.850006,142.270004,140.828003,141.279999,141.279999,12192500,138.039993
AAPL,28/12/2023,194.139999,194.660004,193.169998,193.580002,193.071426,34049900,181.910004
META,28/12/2023,359.700012,361.899994,357.809998,358.320007,357.940216,11798800,347.119995
AMD,27/12/2023,144.720001,146.25,143.179993,146.070007,146.070007,49033400,135.320007
NVDA,27/12/2023,495.109985,496.799988,490.850006,494.170013,494.14682,23364800,475.690002
MSFT,27/12/2023,373.690002,375.059998,372.809998,374.070007,372.707275,14905400,370.600006
AMZN,27/12/2023,153.559998,154.779999,153.119995,153.339996,153.339996,31434700,148.470001
GOOG,27/12/2023,142.830002,143.320007,141.050995,141.440002,141.440002,17288400,140.360001
AAPL,27/12/2023,192.490005,193.5,191.089996,193.149994,192.642548,48087700,184.25
META,27/12/2023,356.070007,359,355.309998,357.829987,357.450714,13207900,344.470001
AMD,26/12/2023,140.070007,143.850006,139.919998,143.410004,143.410004,47157400,138.580002
NVDA,26/12/2023,489.679993,496,489.600006,492.790009,492.766907,24420000,481.679993
MSFT,26/12/2023,375,376.940002,373.5,374.660004,373.295135,12673100,370.869995
AMZN,26/12/2023,153.559998,153.979996,153.029999,153.410004,153.410004,25067200,149.929993
GOOG,26/12/2023,142.979996,143.945007,142.5,142.820007,142.820007,11170100,139.559998
AAPL,26/12/2023,193.610001,193.889999,192.830002,193.050003,192.542816,28919300,185.639999
META,26/12/2023,354.98999,356.980011,353.450012,354.829987,354.453918,9898600,346.290009
AMD,22/12/2023,140.479996,140.699997,138.309998,139.600006,139.600006,35370400,147.410004
NVDA,22/12/2023,491.950012,493.829987,484.670013,488.299988,488.277069,25213900,495.220001
MSFT,22/12/2023,373.679993,375.179993,372.709991,374.579987,373.215393,17091100,376.040009
AMZN,22/12/2023,153.770004,154.350006,152.710007,153.419998,153.419998,29480100,151.940002
GOOG,22/12/2023,142.130005,143.25,142.054993,142.720001,142.720001,18494700,140.929993
AAPL,22/12/2023,195.179993,195.410004,192.970001,193.600006,193.091385,37122800,192.529999
META,22/12/2023,355.579987,357.200012,351.220001,353.390015,353.015472,11764200,353.959991
AMD,21/12/2023,138.139999,139.979996,137.380005,139.910004,139.910004,47179400,148.759995
NVDA,21/12/2023,488.109985,490.950012,484.190002,489.899994,489.877014,30042500,495.220001
MSFT,21/12/2023,372.559998,374.410004,370.040009,373.540009,372.17923,17708000,375.279999
AMZN,21/12/2023,153.300003,153.970001,152.100006,153.839996,153.839996,36305700,153.380005
GOOG,21/12/2023,140.770004,142.029999,140.473007,141.800003,141.800003,18101500,141.279999
AAPL,21/12/2023,196.100006,197.080002,193.5,194.679993,194.168518,46482500,193.580002
META,21/12/2023,352.980011,356.410004,349.209991,354.089996,353.714691,15289600,358.320007
AMD,20/12/2023,139,139.580002,135.369995,135.470001,135.470001,54671700,146.070007
NVDA,20/12/2023,496.549988,499.98999,480.980011,481.109985,481.087402,39789400,494.170013
MSFT,20/12/2023,375,376.029999,370.529999,370.619995,369.269836,26316700,374.070007
AMZN,20/12/2023,152.899994,155.630005,151.559998,152.119995,152.119995,50322100,153.339996
GOOG,20/12/2023,140.330002,143.078003,139.410004,139.660004,139.660004,33507300,141.440002
AAPL,20/12/2023,196.899994,197.679993,194.830002,194.830002,194.318146,52242800,193.149994
META,20/12/2023,348.649994,354.959991,347.790009,349.279999,348.90979,16369900,357.829987
AMD,19/12/2023,138.570007,143.470001,138.559998,140.149994,140.149994,63739800,143.410004
NVDA,19/12/2023,494.23999,497,488.950012,496.040009,496.016754,46444400,492.790009
MSFT,19/12/2023,371.48999,373.26001,369.839996,373.26001,371.900238,20603700,374.660004
AMZN,19/12/2023,154.399994,155.119995,152.690002,153.789993,153.789993,43171300,153.410004
GOOG,19/12/2023,138,138.770004,137.449997,138.100006,138.100006,20661000,142.820007
AAPL,19/12/2023,196.160004,196.949997,195.889999,196.940002,196.422607,40714100,193.050003
META,19/12/2023,345.579987,353.600006,345.119995,350.359985,349.988647,17729400,354.829987
AMD,18/12/2023,139.149994,139.789993,137.649994,138.899994,138.899994,45199500,Nan
NVDA,18/12/2023,494,504.329987,491.5,500.769989,500.74649,41258700,Nan
MSFT,18/12/2023,369.450012,373,368.679993,372.649994,371.292419,21802900,Nan
AMZN,18/12/2023,150.559998,154.850006,150.050003,154.070007,154.070007,62512800,Nan
GOOG,18/12/2023,133.860001,138.380005,133.770004,137.190002,137.190002,25699800,Nan
AAPL,18/12/2023,196.089996,196.630005,194.389999,195.889999,195.375366,55751900,Nan
META,18/12/2023,337.480011,347.559998,337.019989,344.619995,344.25473,18993900,Nan
AMD,15/12/2023,139.520004,140.889999,137.25,139.149994,139.149994,70178600,139.600006
NVDA,15/12/2023,481.940002,494.040009,481.200012,488.899994,488.877075,47947800,488.299988
MSFT,15/12/2023,366.850006,372.399994,366.279999,370.730011,369.379456,78478200,374.579987
AMZN,15/12/2023,148.380005,150.570007,147.880005,149.970001,149.970001,110039100,153.419998
GOOG,15/12/2023,132.919998,134.830002,132.630005,133.839996,133.839996,58569400,142.720001
AAPL,15/12/2023,197.529999,198.399994,197,197.570007,197.050949,128256700,193.600006
META,15/12/2023,331.98999,338.660004,331.220001,334.920013,334.565033,30001600,353.390015
AMD,14/12/2023,138.889999,141.820007,135.729996,138,138,76115200,139.910004
NVDA,14/12/2023,483.899994,486.700012,474.220001,483.5,483.477325,39123200,489.899994
MSFT,14/12/2023,373.309998,373.76001,364.130005,365.929993,364.596924,43277500,373.540009
AMZN,14/12/2023,149.929993,150.539993,145.520004,147.419998,147.419998,58400800,153.839996
GOOG,14/12/2023,134.770004,135.035004,131.059998,133.199997,133.199997,29619100,141.800003
AAPL,14/12/2023,198.020004,199.619995,196.160004,198.110001,197.589523,66831600,194.679993
META,14/12/2023,333.850006,334.700012,328.640015,333.170013,332.816895,19607300,354.089996
AMD,13/12/2023,137.970001,139.240005,136.029999,138.190002,138.190002,70651600,135.470001
NVDA,13/12/2023,476.290009,485.940002,476.079987,480.880005,480.857452,44779200,481.109985
MSFT,13/12/2023,376.019989,377.640015,370.769989,374.369995,373.006165,30955500,370.619995
AMZN,13/12/2023,148.119995,149.460007,146.820007,148.839996,148.839996,52766200,152.119995
GOOG,13/12/2023,134.544998,134.779999,132.949997,133.970001,133.970001,25414500,139.660004
AAPL,13/12/2023,195.089996,198,194.850006,197.960007,197.439926,70404200,194.830002
META,13/12/2023,333.929993,338.369995,332.640015,334.73999,334.385193,16353300,349.279999
AMD,12/12/2023,132.25,139.889999,131.899994,137.610001,137.610001,111677800,140.149994
NVDA,12/12/2023,460.459991,476.660004,460.459991,476.570007,476.547638,37238700,496.040009
MSFT,12/12/2023,370.850006,374.420013,370.459991,374.380005,373.016144,24838300,373.26001
AMZN,12/12/2023,145.520004,147.5,145.300003,147.479996,147.479996,44944300,153.789993
GOOG,12/12/2023,133.270004,134.539993,132.830002,133.639999,133.639999,26584000,138.100006
AAPL,12/12/2023,193.080002,194.720001,191.720001,194.710007,194.198471,52696900,196.940002
META,12/12/2023,324.600006,334.470001,324.559998,334.220001,333.865753,18485500,350.359985
AMD,11/12/2023,130.559998,135.039993,128.25,134.410004,134.410004,98668300,138.899994
NVDA,11/12/2023,474.910004,475.309998,458.299988,466.269989,466.248108,50972800,500.769989
MSFT,11/12/2023,368.480011,371.600006,366.100006,371.299988,369.947327,27708800,372.649994
AMZN,11/12/2023,145.660004,146.190002,143.639999,145.889999,145.889999,50907300,154.070007
GOOG,11/12/2023,133.820007,134.789993,132.889999,134.699997,134.699997,24502900,137.190002
AAPL,11/12/2023,193.110001,193.490005,191.419998,193.179993,192.672485,60943700,195.889999
META,11/12/2023,329.399994,329.890015,320,325.279999,324.935242,25802500,344.619995
AMD,8/12/2023,129.539993,131,126.889999,128.919998,128.919998,89273900,139.149994
NVDA,8/12/2023,465.950012,477.410004,465.5,475.059998,475.03772,35880300,488.899994
MSFT,8/12/2023,369.200012,374.459991,368.230011,374.230011,372.866699,20144800,370.730011
AMZN,8/12/2023,145.479996,147.839996,145.399994,147.419998,147.419998,41858000,149.970001
GOOG,8/12/2023,135.660004,137.990005,135.570007,136.639999,136.639999,22990900,133.839996
AAPL,8/12/2023,194.199997,195.990005,193.669998,195.710007,195.195847,53377300,197.570007
META,8/12/2023,323.089996,333.170013,323,332.75,332.397308,14077500,334.920013
AMD,7/12/2023,120.790001,128.679993,119.559998,128.369995,128.369995,118579100,138
NVDA,7/12/2023,457,466.290009,456.040009,465.959991,465.938141,35082300,483.5
MSFT,7/12/2023,368.230011,371.450012,366.320007,370.950012,369.598633,23118900,365.929993
AMZN,7/12/2023,146.149994,147.919998,145.339996,146.880005,146.880005,52352800,147.419998
GOOG,7/12/2023,136.600006,140,136.229996,138.449997,138.449997,38419400,133.199997
AAPL,7/12/2023,193.630005,195,193.589996,194.270004,193.759628,47477700,198.110001
META,7/12/2023,317.769989,328.23999,317.769989,326.589996,326.243835,15905100,333.170013
AMD,6/12/2023,120.690002,122.830002,116.379997,116.82,116.82,60599000,138.190002
NVDA,6/12/2023,472.149994,473.869995,454.119995,455.029999,455.008667,38059000,480.880005
MSFT,6/12/2023,373.540009,374.179993,368.029999,368.799988,367.456451,21182100,374.369995
AMZN,6/12/2023,147.580002,147.850006,144.279999,144.520004,144.520004,39679000,148.839996
GOOG,6/12/2023,132.899994,133.309998,131.309998,131.429993,131.429993,16360600,133.970001
AAPL,6/12/2023,194.449997,194.759995,192.110001,192.320007,191.814743,41089700,197.960007
META,6/12/2023,321.929993,322.25,317.040009,317.450012,317.113556,11294300,334.73999
AMD,5/12/2023,117.43,118.489998,116.449997,118.379997,118.379997,39191600,137.610001
NVDA,5/12/2023,454.660004,466,452.709991,465.660004,465.638153,37171800,476.570007
MSFT,5/12/2023,366.450012,373.079987,365.619995,372.519989,371.162903,23065000,374.380005
AMZN,5/12/2023,143.550003,148.570007,143.130005,146.880005,146.880005,46822400,147.479996
GOOG,5/12/2023,130.369995,133.539993,129.729996,132.389999,132.389999,19235100,133.639999
AAPL,5/12/2023,190.210007,194.399994,190.179993,193.419998,192.91185,66628400,194.710007
META,5/12/2023,318.980011,321.880005,315.390015,318.290009,317.952667,16952100,334.220001
AMD,4/12/2023,119.75,119.900002,116.370003,118.57,118.57,39854400,134.410004
NVDA,4/12/2023,460.769989,460.769989,450.100006,455.100006,455.038635,43754300,466.269989
MSFT,4/12/2023,369.100006,369.519989,362.899994,369.140015,367.795258,32063300,371.299988
AMZN,4/12/2023,145.25,145.350006,142.809998,144.839996,144.839996,48294200,145.889999
GOOG,4/12/2023,131.294006,131.449997,129.399994,130.630005,130.630005,24117100,134.699997
AAPL,4/12/2023,189.979996,190.050003,187.449997,189.429993,188.932312,43389500,193.179993
META,4/12/2023,317.290009,320.859985,313.660004,320.019989,319.680817,19037100,325.279999
AMD,1/12/2023,119.879997,121.400002,118.650002,121.389999,121.389999,37017600,128.919998
NVDA,1/12/2023,465.25,472,461.869995,467.649994,467.586945,36880900,475.059998
MSFT,1/12/2023,376.76001,378.160004,371.309998,374.51001,373.14566,33020400,374.230011
AMZN,1/12/2023,146,147.25,145.550003,147.029999,147.029999,39924600,147.419998
GOOG,1/12/2023,133.320007,133.5,132.151993,133.320007,133.320007,24258400,136.639999
AAPL,1/12/2023,190.330002,191.559998,189.229996,191.240005,190.737579,45679300,195.710007
META,1/12/2023,325.480011,326.859985,320.76001,324.820007,324.475739,15264700,332.75
AMD,30/11/2023,123.610001,124.050003,119.650002,121.160004,121.160004,44494200,128.369995
NVDA,30/11/2023,480.23999,481.100006,464.220001,467.700012,467.636963,52624700,465.959991
MSFT,30/11/2023,378.48999,380.089996,375.470001,378.910004,377.529633,30554400,370.950012
AMZN,30/11/2023,144.759995,146.929993,144.330002,146.089996,146.089996,65814000,146.880005
GOOG,30/11/2023,136.399994,136.960007,132.789993,133.919998,133.919998,29913500,138.449997
AAPL,30/11/2023,189.839996,190.320007,188.190002,189.949997,189.450958,48794400,194.270004
META,30/11/2023,331.890015,333.5,322.399994,327.149994,326.803253,23146400,326.589996
AMD,29/11/2023,123.980003,125.730003,123.480003,123.849998,123.849998,37876300,116.82
NVDA,29/11/2023,483.790009,487.619995,478.600006,481.399994,481.335083,38200500,455.029999
MSFT,29/11/2023,383.76001,384.299988,377.440002,378.850006,377.469849,28963400,368.799988
AMZN,29/11/2023,147.850006,148.539993,145.970001,146.320007,146.320007,40610900,144.520004
GOOG,29/11/2023,138.985001,139.669998,136.294998,136.399994,136.399994,21014700,131.429993
AAPL,29/11/2023,190.899994,192.089996,188.970001,189.369995,188.872482,43014200,192.320007
META,29/11/2023,339.690002,339.899994,330.779999,332.200012,331.847931,16024500,317.450012
AMD,28/11/2023,121.980003,122.540001,120.790001,122.010002,122.010002,32047100,118.379997
NVDA,28/11/2023,482.359985,483.230011,474.730011,478.209991,478.145508,40149100,465.660004
MSFT,28/11/2023,378.350006,383,378.160004,382.700012,381.305847,20453100,372.519989
AMZN,28/11/2023,146.979996,147.600006,145.529999,147.029999,147.029999,42711700,146.880005
GOOG,28/11/2023,137.630005,138.660004,137.039993,138.619995,138.619995,17046900,132.389999
AAPL,28/11/2023,189.779999,191.080002,189.399994,190.399994,189.899765,38415400,193.419998
META,28/11/2023,333.399994,339.380005,333.399994,338.98999,338.630707,12637200,318.290009
AMD,27/11/2023,122.07,123.889999,121.769997,122.650002,122.650002,32743000,118.57
NVDA,27/11/2023,478,485.299988,476.519989,482.420013,482.35495,39566200,455.100006
MSFT,27/11/2023,376.779999,380.640015,376.200012,378.609985,377.230713,22179200,369.140015
AMZN,27/11/2023,147.529999,149.259995,146.880005,147.729996,147.729996,53762400,144.839996
GOOG,27/11/2023,137.570007,139.630005,137.539993,138.050003,138.050003,17886400,130.630005
AAPL,27/11/2023,189.919998,190.669998,188.899994,189.789993,189.291367,40552600,189.429993
META,27/11/2023,336.179993,339.899994,334.200012,334.700012,334.345276,15684500,320.019989
AMD,24/11/2023,122.029999,123.25,121.540001,122.309998,122.309998,19001000,121.389999
NVDA,24/11/2023,484.700012,489.209991,477.450012,477.76001,477.695618,29464500,467.649994
MSFT,24/11/2023,377.329987,377.970001,375.140015,377.429993,376.054993,10176600,374.51001
AMZN,24/11/2023,146.699997,147.199997,145.320007,146.740005,146.740005,22378400,147.029999
GOOG,24/11/2023,139.539993,139.677002,137.470001,138.220001,138.220001,8828600,133.320007
AAPL,24/11/2023,190.869995,190.899994,189.25,189.970001,189.470901,24048300,191.240005
META,24/11/2023,340.130005,341.859985,336.769989,338.230011,337.871521,5467500,324.820007
AMD,22/11/2023,120,124.760002,119.949997,122.510002,122.510002,56862200,123.849998
NVDA,22/11/2023,498.519989,503.350006,476.899994,487.160004,487.09433,89942000,481.399994
MSFT,22/11/2023,378,379.790009,374.970001,377.850006,376.473511,23345300,378.850006
AMZN,22/11/2023,144.570007,147.740005,144.570007,146.710007,146.710007,45669100,146.320007
GOOG,22/11/2023,139.100006,141.100006,139,140.020004,140.020004,17306400,136.399994
AAPL,22/11/2023,191.490005,192.929993,190.830002,191.309998,190.807404,39617700,189.369995
META,22/11/2023,339.209991,342.920013,338.579987,341.48999,341.128052,10702700,332.200012
AMD,21/11/2023,120.540001,120.650002,117.940002,119.160004,119.160004,41064800,122.010002
NVDA,21/11/2023,501.26001,505.170013,492.220001,499.440002,499.37265,56574700,478.209991
MSFT,21/11/2023,375.670013,376.220001,371.119995,373.070007,371.710907,28423100,382.700012
AMZN,21/11/2023,143.910004,144.050003,141.5,143.899994,143.899994,71226000,147.029999
GOOG,21/11/2023,137.940002,138.964996,137.705002,138.619995,138.619995,17648100,138.619995
AAPL,21/11/2023,191.410004,191.520004,189.740005,190.639999,190.139145,38134500,190.399994
META,21/11/2023,338.329987,339.899994,335.899994,336.980011,336.622864,12027900,338.98999
AMD,20/11/2023,120.699997,121.93,120.07,121.529999,121.529999,43138700,122.650002
NVDA,20/11/2023,493.119995,505.480011,491.809998,504.089996,504.022034,41412000,482.420013
MSFT,20/11/2023,371.220001,378.869995,371,377.440002,376.065002,52465100,378.609985
AMZN,20/11/2023,145.130005,146.630005,144.729996,146.130005,146.130005,41951200,147.729996
GOOG,20/11/2023,135.5,138.425003,135.490005,137.919998,137.919998,19569400,138.050003
AAPL,20/11/2023,189.889999,191.910004,189.880005,191.449997,190.947021,46505100,189.789993
META,20/11/2023,334.890015,341.869995,334.190002,339.970001,339.60968,16960500,334.700012
AMD,17/11/2023,119.639999,121.489998,118.82,120.620003,120.620003,38508900,122.309998
NVDA,17/11/2023,495.23999,497.170013,490.070007,492.980011,492.913544,32520500,477.76001
MSFT,17/11/2023,373.609985,374.369995,367,369.850006,368.502655,40157000,377.429993
AMZN,17/11/2023,142.660004,145.229996,142.539993,145.179993,145.179993,49636700,146.740005
GOOG,17/11/2023,137.820007,138,135.479996,136.940002,136.940002,25565300,138.220001
AAPL,17/11/2023,190.25,190.380005,188.570007,189.690002,189.19165,50922700,189.970001
META,17/11/2023,330.26001,335.5,329.350006,335.040009,334.684906,14494400,338.230011
AMD,16/11/2023,117.199997,120.730003,116.410004,119.830002,119.830002,49661900,Nan
NVDA,16/11/2023,486.790009,495.25,483.299988,494.799988,494.733276,33975600,Nan
MSFT,16/11/2023,370.959991,376.350006,370.179993,376.170013,374.799652,27182300,Nan
AMZN,16/11/2023,140.910004,143.320007,139.520004,142.830002,142.830002,49653500,Nan
GOOG,16/11/2023,136.960007,138.880005,136.080002,138.699997,138.699997,17615100,Nan
AAPL,16/11/2023,189.570007,190.960007,188.649994,189.710007,189.211609,54412900,Nan
META,16/11/2023,329.369995,334.579987,326.380005,334.190002,333.835785,18932600,Nan
AMD,15/11/2023,120.540001,120.589996,116.870003,118,118,59555600,122.510002
NVDA,15/11/2023,499.350006,499.600006,482,488.880005,488.814117,47549700,487.160004
MSFT,15/11/2023,371.279999,373.130005,367.109985,369.670013,368.323303,26860100,377.850006
AMZN,15/11/2023,147.059998,147.289993,142.589996,143.199997,143.199997,63875700,146.710007
GOOG,15/11/2023,136.639999,136.839996,135.330002,136.380005,136.380005,15840900,140.020004
AAPL,15/11/2023,187.850006,189.5,187.779999,188.009995,187.516052,53790500,191.309998
META,15/11/2023,337.929993,338.399994,330.019989,332.709991,332.357361,14531200,341.48999
AMD,14/11/2023,119.699997,122.110001,119.220001,119.879997,119.879997,61017400,119.160004
NVDA,14/11/2023,496.799988,498.339996,490.399994,496.559998,496.493073,41695400,499.440002
MSFT,14/11/2023,371.01001,371.950012,367.350006,370.269989,368.173798,27683900,373.070007
AMZN,14/11/2023,145,147.259995,144.679993,145.800003,145.800003,56674600,143.899994
GOOG,14/11/2023,135.649994,137.240005,135.100006,135.429993,135.429993,22317300,138.619995
AAPL,14/11/2023,187.699997,188.110001,186.300003,187.440002,186.947556,60108400,190.639999
META,14/11/2023,334.540009,338.100006,333.329987,336.309998,335.953552,17179400,336.980011
AMD,13/11/2023,118.339996,118.68,116,116.790001,116.790001,46741900,121.529999
NVDA,13/11/2023,483.200012,491.160004,480.98999,486.200012,486.13446,38413600,504.089996
MSFT,13/11/2023,368.220001,368.470001,365.899994,366.679993,364.604156,19986500,377.440002
AMZN,13/11/2023,142.080002,143.229996,140.669998,142.589996,142.589996,35680600,146.130005
GOOG,13/11/2023,133.360001,134.110001,132.770004,133.639999,133.639999,16409900,137.919998
AAPL,13/11/2023,185.820007,186.029999,184.210007,184.800003,184.314484,43627500,191.449997
META,13/11/2023,326.200012,332.329987,325.700012,329.190002,328.841095,16908900,339.970001
AMD,10/11/2023,114.349998,119.699997,114.029999,118.589996,118.589996,75135900,120.620003
NVDA,10/11/2023,475,484.720001,472.829987,483.350006,483.284851,42124500,492.980011
MSFT,10/11/2023,361.48999,370.100006,361.070007,369.670013,367.577271,28042100,369.850006
AMZN,10/11/2023,140.460007,143.649994,139.910004,143.559998,143.559998,49287800,145.179993
GOOG,10/11/2023,131.529999,134.270004,130.869995,134.059998,134.059998,20872900,136.940002
AAPL,10/11/2023,183.970001,186.570007,183.529999,186.399994,185.910278,66133400,189.690002
META,10/11/2023,319.940002,329.100006,319.459991,328.769989,328.421539,19096200,335.040009
AMD,9/11/2023,114.099998,115.809998,113.059998,113.489998,113.489998,61146900,119.830002
NVDA,9/11/2023,474.670013,482.299988,467.5,469.5,469.436676,54049600,494.799988
MSFT,9/11/2023,362.299988,364.790009,360.359985,360.690002,358.648071,24847300,376.170013
AMZN,9/11/2023,142.020004,142.649994,139.839996,140.600006,140.600006,36235400,142.830002
GOOG,9/11/2023,133.360001,133.960007,131.509995,131.690002,131.690002,17976500,138.699997
AAPL,9/11/2023,182.960007,184.119995,181.809998,182.410004,181.691422,53763500,189.710007
META,9/11/2023,319.420013,324.179993,318.799988,320.549988,320.210236,16103100,334.190002
AMD,8/11/2023,113.550003,115.32,112.879997,113.589996,113.589996,41880600,118
NVDA,8/11/2023,461,468.670013,459.679993,465.73999,465.677185,34671900,488.880005
MSFT,8/11/2023,361.679993,363.869995,360.549988,363.200012,361.14389,26767800,369.670013
AMZN,8/11/2023,142.970001,143.119995,141.220001,142.080002,142.080002,44521700,143.199997
GOOG,8/11/2023,132.360001,133.539993,132.160004,133.259995,133.259995,15093600,136.380005
AAPL,8/11/2023,182.350006,183.449997,181.589996,182.889999,182.16951,49340300,188.009995
META,8/11/2023,318.140015,321.329987,314.880005,319.779999,319.441071,13609700,332.709991
AMD,7/11/2023,111.860001,114.650002,111.220001,113.449997,113.449997,50550200,119.879997
NVDA,7/11/2023,457.190002,462.179993,451.579987,459.549988,459.488037,34316500,496.559998
