STOCK,Date,Open,High,Low,Close,Adj Close,Volume,Close_7_Days
AMD,18/3/2024,193.289993,193.5,188.050003,190.649994,190.649994,59306900,178.630005
NVDA,18/3/2024,903.880005,924.049988,870.849976,884.549988,884.549988,66897600,950.02002
MSFT,18/3/2024,414.25,420.730011,413.779999,417.320007,416.568634,20106000,422.859985
AMZN,18/3/2024,175.800003,176.690002,174.279999,174.479996,174.479996,31250700,179.710007
GOOG,18/3/2024,149.369995,152.929993,148.139999,148.479996,148.479996,47676700,151.149994
AAPL,18/3/2024,175.570007,177.710007,173.520004,173.720001,173.484695,75604200,170.850006
META,18/3/2024,491.910004,497.420013,486.809998,496.980011,496.980011,11755300,503.019989
AMD,15/3/2024,184.830002,193.800003,184.479996,191.059998,191.059998,95225700,179.649994
NVDA,15/3/2024,869.299988,895.460022,862.570007,878.369995,878.369995,64019300,942.890015
MSFT,15/3/2024,419.290009,422.600006,412.790009,416.420013,415.670258,45049800,428.73999
AMZN,15/3/2024,176.639999,177.929993,173.899994,174.419998,174.419998,72115500,178.869995
GOOG,15/3/2024,143.410004,144.339996,141.130005,142.169998,142.169998,41025900,151.770004
AAPL,15/3/2024,171.169998,172.619995,170.289993,172.619995,172.386185,121664700,172.279999
META,15/3/2024,489.01001,491.829987,481.299988,484.100006,484.100006,29141700,509.579987
AMD,14/3/2024,192.919998,196.929993,184.029999,187.059998,187.059998,84490500,178.679993
NVDA,14/3/2024,895.77002,906.460022,866,879.440002,879.440002,60231800,914.349976
MSFT,14/3/2024,420.23999,427.820007,417.98999,425.220001,424.454407,34157300,429.369995
AMZN,14/3/2024,177.690002,179.529999,176.470001,178.75,178.75,43705800,178.149994
GOOG,14/3/2024,142.300003,144.729996,141.485001,144.339996,144.339996,36117900,148.740005
AAPL,14/3/2024,172.910004,174.309998,172.050003,173,172.765671,72913500,171.369995
META,14/3/2024,500.26001,501.350006,488.160004,491.829987,491.829987,12620000,507.76001
AMD,13/3/2024,198.729996,198.830002,192.699997,194.789993,194.789993,70526900,179.729996
NVDA,13/3/2024,910.549988,915.039978,884.349976,908.880005,908.880005,63571300,903.719971
MSFT,13/3/2024,418.100006,418.179993,411.450012,415.100006,414.352631,17115900,425.230011
AMZN,13/3/2024,175.899994,177.619995,175.550003,176.559998,176.559998,30772600,178.149994
GOOG,13/3/2024,140.059998,142.190002,140.009995,140.770004,140.770004,19637000,149.679993
AAPL,13/3/2024,172.770004,173.190002,170.759995,171.130005,170.898209,52488700,178.669998
META,13/3/2024,495.390015,500.980011,491.029999,495.570007,495.570007,12090700,505.519989
AMD,12/3/2024,200.520004,202.850006,194.270004,202.759995,202.759995,68951700,181.419998
NVDA,12/3/2024,880.48999,919.599976,861.5,919.130005,919.130005,66807500,893.97998
MSFT,12/3/2024,407.619995,415.570007,406.790009,415.279999,414.532288,22457000,421.410004
AMZN,12/3/2024,173.5,176.759995,171.979996,175.389999,175.389999,36610600,175.899994
GOOG,12/3/2024,138.25,140.279999,138.210007,139.619995,139.619995,19019700,147.919998
AAPL,12/3/2024,173.149994,174.029999,171.009995,173.229996,172.995346,59825400,176.080002
META,12/3/2024,493.26001,502.309998,484.730011,499.75,499.75,15448200,496.23999
AMD,11/3/2024,203.009995,203.550003,196.699997,198.389999,198.389999,73098600,190.649994
NVDA,11/3/2024,864.289978,887.969971,841.659973,857.73999,857.73999,67836400,884.549988
MSFT,11/3/2024,403.76001,405.679993,401.26001,404.519989,403.791656,16120800,417.320007
AMZN,11/3/2024,174.309998,174.470001,171.470001,171.960007,171.960007,28484800,174.479996
GOOG,11/3/2024,137.070007,139.979996,137.070007,138.940002,138.940002,22536400,148.479996
AAPL,11/3/2024,172.940002,174.380005,172.050003,172.75,172.516006,60139500,173.720001
META,11/3/2024,497.01001,497.320007,476,483.589996,483.589996,20428300,496.980011
AMD,8/3/2024,213.410004,227.300003,205.600006,207.389999,207.389999,120592600,191.059998
NVDA,8/3/2024,951.380005,974,865.059998,875.280029,875.280029,113299600,878.369995
MSFT,8/3/2024,407.959991,410.420013,404.329987,406.220001,405.488617,17971700,416.420013
AMZN,8/3/2024,176.440002,178.789993,174.330002,175.350006,175.350006,37853500,174.419998
GOOG,8/3/2024,135.035004,138.985001,134.800003,136.289993,136.289993,26472400,142.169998
AAPL,8/3/2024,169,173.699997,168.940002,170.729996,170.498734,76114600,172.619995
META,8/3/2024,514.190002,523.570007,499.350006,505.950012,505.950012,18575200,484.100006
AMD,7/3/2024,212.520004,213.830002,208.220001,211.380005,211.380005,63869000,187.059998
NVDA,7/3/2024,901.580017,927.669983,896.02002,926.690002,926.690002,60811900,879.440002
MSFT,7/3/2024,406.119995,409.779999,402.23999,409.140015,408.403381,18718500,425.220001
AMZN,7/3/2024,174.830002,177.990005,173.720001,176.820007,176.820007,34063300,178.75
GOOG,7/3/2024,133.889999,135.820007,132.660004,135.240005,135.240005,24107300,144.339996
AAPL,7/3/2024,169.149994,170.729996,168.490005,169,168.771088,71765100,173
META,7/3/2024,503.279999,519.849976,501.380005,512.190002,512.190002,18586400,491.829987
AMD,6/3/2024,210.429993,214.809998,207.320007,210.630005,210.630005,86687000,194.789993
NVDA,6/3/2024,880.219971,897.23999,870.299988,887,887,58252000,908.880005
MSFT,6/3/2024,402.970001,405.160004,398.390015,402.089996,401.366028,22344100,415.100006
AMZN,6/3/2024,175.539993,176.460007,173.259995,173.509995,173.509995,32090900,176.559998
GOOG,6/3/2024,134.240005,134.740005,131.949997,132.559998,132.559998,23175200,140.770004
AAPL,6/3/2024,171.059998,171.240005,168.679993,169.119995,168.890915,68587700,171.130005
META,6/3/2024,497.630005,502.970001,494.290009,496.089996,496.089996,11757900,495.570007
AMD,5/3/2024,200.5,205.330002,199.149994,205.130005,205.130005,65407100,202.759995
NVDA,5/3/2024,852.700012,860.969971,834.169983,859.640015,859.640015,52063900,919.130005
MSFT,5/3/2024,413.959991,414.25,400.640015,402.649994,401.925018,26919200,415.279999
AMZN,5/3/2024,176.929993,176.929993,173.300003,174.119995,174.119995,37228300,175.389999
GOOG,5/3/2024,132.740005,134.020004,131.550003,133.779999,133.779999,28447600,139.619995
AAPL,5/3/2024,170.759995,172.039993,169.619995,170.119995,169.889572,95132400,173.229996
META,5/3/2024,495,495.579987,487.890015,490.220001,490.220001,15325300,499.75
AMD,4/3/2024,205.160004,211.009995,203.5,205.360001,205.360001,86835300,198.389999
NVDA,4/3/2024,841.299988,876.950012,837.190002,852.369995,852.330017,61561600,857.73999
MSFT,4/3/2024,413.440002,417.350006,412.320007,414.920013,414.172974,17596000,404.519989
AMZN,4/3/2024,177.529999,180.139999,177.490005,177.580002,177.580002,37381500,171.960007
GOOG,4/3/2024,136.539993,136.630005,132.860001,134.199997,134.199997,43571500,138.940002
AAPL,4/3/2024,176.149994,176.899994,173.789993,175.100006,174.862823,81510100,172.75
META,4/3/2024,503,504.420013,496.420013,498.190002,498.190002,12324100,483.589996
AMD,1/3/2024,197.910004,202.720001,195.419998,202.639999,202.639999,103583000,207.389999
NVDA,1/3/2024,800,823,794.349976,822.789978,822.751404,47677700,875.280029
MSFT,1/3/2024,411.269989,415.869995,410.880005,415.5,414.751892,17800300,406.220001
AMZN,1/3/2024,176.75,178.729996,176.070007,178.220001,178.220001,31956200,175.350006
GOOG,1/3/2024,139.610001,140,137.975006,138.080002,138.080002,28522000,136.289993
AAPL,1/3/2024,179.550003,180.529999,177.380005,179.660004,179.416656,73488000,170.729996
META,1/3/2024,492.109985,504.25,491.850006,502.299988,502.299988,16273600,505.950012
AMD,29/2/2024,179.820007,193,179.820007,192.529999,192.529999,105538500,211.380005
NVDA,29/2/2024,790.940002,799.900024,783.5,791.119995,791.082886,50728900,926.690002
MSFT,29/2/2024,408.640015,414.200012,405.920013,413.640015,412.895264,31947300,409.140015
AMZN,29/2/2024,173.009995,177.220001,172.850006,176.759995,176.759995,53805400,176.820007
GOOG,29/2/2024,138.350006,139.949997,137.570007,139.779999,139.779999,35485000,135.240005
AAPL,29/2/2024,181.270004,182.570007,179.529999,180.75,180.505173,136682600,169
META,29/2/2024,488.440002,491.700012,482.609985,490.130005,490.130005,17732000,512.190002
AMD,28/2/2024,176.25,176.839996,173.589996,176.539993,176.539993,35914400,210.630005
NVDA,28/2/2024,776.200012,789.330017,771.25,776.630005,776.593567,39311000,887
MSFT,28/2/2024,408.179993,409.299988,405.320007,407.720001,406.985901,13183100,402.089996
AMZN,28/2/2024,172.440002,174.050003,172.270004,173.160004,173.160004,28180500,173.509995
GOOG,28/2/2024,139.100006,139.279999,136.639999,137.429993,137.429993,30628700,132.559998
AAPL,28/2/2024,182.509995,183.119995,180.130005,181.419998,181.174255,48953900,169.119995
META,28/2/2024,485,491.049988,482.75,484.019989,484.019989,12715500,496.089996
AMD,27/2/2024,175.919998,178.460007,172.490005,178,178,43665200,205.130005
NVDA,27/2/2024,793.809998,794.799988,771.619995,787.01001,786.973083,39170500,859.640015
MSFT,27/2/2024,407.98999,408.320007,403.850006,407.480011,406.746338,14835800,402.649994
AMZN,27/2/2024,174.080002,174.619995,172.860001,173.539993,173.539993,31141700,174.119995
GOOG,27/2/2024,139.410004,140.490005,138.5,140.100006,140.100006,22364000,133.779999
AAPL,27/2/2024,181.100006,183.919998,179.559998,182.630005,182.382629,54318900,170.119995
META,27/2/2024,479.980011,487.269989,479.920013,487.049988,487.049988,10809600,490.220001
AMD,26/2/2024,178.779999,179.839996,174.809998,176.009995,176.009995,45435100,205.360001
NVDA,26/2/2024,797,806.460022,785.049988,790.919983,790.882874,50397300,852.369995
MSFT,26/2/2024,411.459991,412.160004,407.359985,407.540009,406.806244,16193500,414.920013
AMZN,26/2/2024,175.699997,176.369995,174.259995,174.729996,174.729996,44368600,177.580002
GOOG,26/2/2024,143.449997,143.839996,138.740005,138.75,138.75,33513000,134.199997
AAPL,26/2/2024,182.240005,182.759995,180.649994,181.160004,180.914627,40867400,175.100006
META,26/2/2024,483.470001,486.140015,480.600006,481.73999,481.73999,12101400,498.190002
AMD,23/2/2024,181.860001,183.800003,174.550003,176.520004,176.520004,69207400,202.639999
NVDA,23/2/2024,807.900024,823.940002,775.700012,788.169983,788.132996,82938800,822.789978
MSFT,23/2/2024,415.670013,415.859985,408.970001,410.339996,409.601196,16295900,415.5
AMZN,23/2/2024,174.279999,175.75,173.699997,174.990005,174.990005,59715200,178.220001
GOOG,23/2/2024,144.970001,145.955002,144.789993,145.289993,145.289993,14519400,138.080002
AAPL,23/2/2024,185.009995,185.039993,182.229996,182.520004,182.272781,45119700,179.660004
META,23/2/2024,488.049988,494.359985,482.350006,484.029999,484.029999,18374300,502.299988
AMD,22/2/2024,173.199997,183.830002,172,181.860001,181.860001,100684700,192.529999
NVDA,22/2/2024,750.25,785.75,742.200012,785.380005,785.34314,86510000,791.119995
MSFT,22/2/2024,410.190002,412.829987,408.570007,411.649994,410.908813,27009900,413.640015
AMZN,22/2/2024,173.100006,174.800003,171.770004,174.580002,174.580002,55392400,176.759995
GOOG,22/2/2024,146.119995,146.199997,144.009995,145.320007,145.320007,23024700,139.779999
AAPL,22/2/2024,183.479996,184.960007,182.460007,184.369995,184.12027,52292200,180.75
META,22/2/2024,480.23999,489.98999,476.059998,486.130005,486.130005,21625800,490.130005
AMD,21/2/2024,162.740005,164.899994,161.809998,164.289993,164.289993,48774600,176.539993
NVDA,21/2/2024,680.059998,688.880005,662.47998,674.719971,674.688293,69029800,776.630005
MSFT,21/2/2024,400.170013,402.290009,397.220001,402.179993,401.455872,18631100,407.720001
AMZN,21/2/2024,168.940002,170.229996,167.139999,168.589996,168.589996,44575600,173.160004
GOOG,21/2/2024,142.639999,143.979996,141.910004,143.839996,143.839996,16499600,137.429993
AAPL,21/2/2024,181.940002,182.889999,180.660004,182.320007,182.073059,41529700,181.419998
META,21/2/2024,466.5,469,461.790009,468.029999,468.029999,12977100,484.019989
AMD,20/2/2024,171.139999,171.809998,162,165.690002,165.690002,66550000,178
NVDA,20/2/2024,719.469971,719.559998,677.340027,694.52002,694.487427,70483300,787.01001
MSFT,20/2/2024,403.23999,404.48999,398.01001,402.790009,402.064789,24307900,407.480011
AMZN,20/2/2024,167.830002,168.710007,165.740005,167.080002,167.080002,41980300,173.539993
GOOG,20/2/2024,140.940002,143.328995,140.800003,142.199997,142.199997,18625600,140.100006
AAPL,20/2/2024,181.789993,182.429993,180,181.559998,181.314072,53665600,182.630005
META,20/2/2024,469.720001,476.179993,466.559998,471.75,471.25,18015500,487.049988
AMD,16/2/2024,177.449997,180.330002,173.25,173.869995,173.869995,53896000,176.520004
NVDA,16/2/2024,741,744.02002,725.01001,726.130005,726.095947,49391800,788.169983
MSFT,16/2/2024,407.959991,408.290009,403.440002,404.059998,403.332489,22281100,410.339996
AMZN,16/2/2024,168.740005,170.419998,167.169998,169.509995,169.509995,48074600,174.990005
GOOG,16/2/2024,144.210007,144.479996,141.520004,141.759995,141.759995,21849700,145.289993
AAPL,16/2/2024,183.419998,184.850006,181.669998,182.309998,182.063049,49701400,182.520004
META,16/2/2024,478.109985,478.959991,469.209991,473.320007,472.818329,23306500,484.029999
AMD,15/2/2024,179.139999,180.5,175.259995,176.759995,176.759995,51126400,181.860001
NVDA,15/2/2024,738.690002,739.75,724,726.580017,726.545959,42012200,785.380005
MSFT,15/2/2024,408.140015,409.130005,404.290009,406.559998,405.828003,21825500,411.649994
AMZN,15/2/2024,170.580002,171.169998,167.589996,169.800003,169.800003,49855200,174.580002
GOOG,15/2/2024,144.460007,144.759995,141.880005,143.940002,143.940002,26724300,145.320007
AAPL,15/2/2024,183.550003,184.490005,181.350006,183.860001,183.610962,65434500,184.369995
META,15/2/2024,475.279999,488.619995,472.220001,484.029999,483.516968,24212300,486.130005
AMD,14/2/2024,173.470001,178.740005,172.880005,178.699997,178.699997,57402500,164.289993
NVDA,14/2/2024,732.02002,742.359985,719.380005,739,738.965332,50491700,674.719971
MSFT,14/2/2024,408.070007,409.839996,404.570007,409.48999,408.752716,20401200,402.179993
AMZN,14/2/2024,169.210007,171.210007,168.279999,170.979996,170.979996,42815500,168.589996
GOOG,14/2/2024,147.369995,147.830002,145.554993,147.139999,147.139999,16651800,143.839996
AAPL,14/2/2024,185.320007,185.529999,182.440002,184.149994,183.900558,54630500,182.320007
META,14/2/2024,467.929993,474.109985,466.089996,473.279999,472.778381,16858400,468.029999
AMD,13/2/2024,167.940002,173.169998,164.300003,171.539993,171.539993,63071300,165.690002
NVDA,13/2/2024,704,734.5,696.200012,721.280029,721.246216,60258000,694.52002
MSFT,13/2/2024,404.940002,410.070007,403.390015,406.320007,404.839783,27824900,402.790009
AMZN,13/2/2024,167.729996,170.949997,165.75,168.639999,168.639999,56345100,167.080002
GOOG,13/2/2024,146.070007,148.039993,145.110001,146.369995,146.369995,18138500,142.199997
AAPL,13/2/2024,185.770004,186.210007,183.509995,185.039993,184.789352,56529500,181.559998
META,13/2/2024,456.869995,467.890015,455.089996,460.119995,459.632324,20916600,471.75
AMD,12/2/2024,172.679993,177.410004,170.669998,171.910004,171.910004,58177100,Nan
NVDA,12/2/2024,726,746.109985,712.5,722.47998,722.446106,61371000,Nan
MSFT,12/2/2024,420.559998,420.73999,414.75,415.26001,413.747223,21202900,Nan
AMZN,12/2/2024,174.800003,175.389999,171.539993,172.339996,172.339996,51050400,Nan
GOOG,12/2/2024,149.539993,150.589996,148.559998,148.729996,148.729996,17236100,Nan
AAPL,12/2/2024,188.419998,188.669998,186.789993,187.149994,186.8965,41781900,Nan
META,12/2/2024,468.190002,479.149994,466.579987,468.899994,468.403015,19382000,Nan
AMD,9/2/2024,171,175.100006,168.660004,172.479996,172.479996,56375700,173.869995
NVDA,9/2/2024,705.330017,721.849976,702.119995,721.330017,721.296204,43663700,726.130005
MSFT,9/2/2024,415.25,420.820007,415.089996,420.549988,419.017914,22032800,404.059998
AMZN,9/2/2024,170.899994,175,170.580002,174.449997,174.449997,56986000,169.509995
GOOG,9/2/2024,147.949997,150.695007,147.429993,150.220001,150.220001,21877700,141.759995
AAPL,9/2/2024,188.649994,189.990005,188,188.850006,188.594208,45155200,182.309998
META,9/2/2024,472.950012,473.589996,467.470001,468.109985,467.613831,18413100,473.320007
AMD,8/2/2024,170.330002,172.169998,168.600006,169.350006,169.350006,43385300,176.759995
NVDA,8/2/2024,700.73999,707.940002,694.549988,696.409973,696.377319,41442200,726.580017
MSFT,8/2/2024,414.049988,415.559998,412.529999,414.109985,412.601379,21225300,406.559998
AMZN,8/2/2024,169.649994,171.429993,168.880005,169.839996,169.839996,42316500,169.800003
GOOG,8/2/2024,146.970001,147.610001,146.419998,147.220001,147.220001,18241300,143.940002
AAPL,8/2/2024,189.389999,189.539993,187.350006,188.320007,187.825256,40962000,183.860001
META,8/2/2024,468.320007,470.589996,465.029999,470,469.501862,18815100,484.029999
AMD,7/2/2024,169.470001,172.970001,168.199997,170.940002,170.940002,53665400,178.699997
NVDA,7/2/2024,683.190002,702.200012,676,700.98999,700.957092,49557500,739
MSFT,7/2/2024,407.440002,414.299988,407.399994,414.049988,412.541595,22340500,409.48999
AMZN,7/2/2024,169.479996,170.880005,168.940002,170.529999,170.529999,47174100,170.979996
GOOG,7/2/2024,146.119995,147,145.210007,146.679993,146.679993,21436100,147.139999
AAPL,7/2/2024,190.639999,191.050003,188.610001,189.410004,188.912384,53439000,184.149994
META,7/2/2024,458,471.519989,456.179993,469.589996,469.092285,23066000,473.279999
AMD,6/2/2024,173.149994,173.880005,165.5,167.880005,167.880005,68854100,171.539993
NVDA,6/2/2024,696.299988,697.539978,663,682.22998,682.197998,68311100,721.280029
MSFT,6/2/2024,405.880005,407.970001,402.910004,405.48999,404.012787,18382600,406.320007
AMZN,6/2/2024,169.389999,170.710007,167.649994,169.149994,169.149994,42505500,168.639999
GOOG,6/2/2024,145.960007,146.740005,144.520004,145.410004,145.410004,21517700,146.369995
AAPL,6/2/2024,186.860001,189.309998,186.770004,189.300003,188.802673,43490800,185.039993
META,6/2/2024,464,467.119995,453,454.720001,454.238037,21655200,460.119995
AMD,5/2/2024,179.089996,180.009995,171.110001,174.229996,174.229996,76349200,171.910004
NVDA,5/2/2024,682.25,694.969971,672.049988,693.320007,693.287476,68007800,722.47998
MSFT,5/2/2024,409.899994,411.160004,403.98999,405.649994,404.172241,25352300,415.26001
AMZN,5/2/2024,170.199997,170.550003,167.699997,170.309998,170.309998,55081300,172.339996
GOOG,5/2/2024,144.039993,146.669998,143.910004,144.929993,144.929993,29254400,148.729996
AAPL,5/2/2024,188.149994,189.25,185.839996,187.679993,187.18692,69668800,187.149994
META,5/2/2024,469.880005,471.899994,459.220001,459.410004,458.923065,40832400,468.899994
AMD,2/2/2024,173.789993,179,173.050003,177.660004,177.660004,82078100,172.479996
NVDA,2/2/2024,639.73999,666,636.900024,661.599976,661.56897,47578000,721.330017
MSFT,2/2/2024,403.809998,412.649994,403.559998,411.220001,409.721954,28245000,420.549988
AMZN,2/2/2024,169.190002,172.5,167.330002,171.809998,171.809998,117154900,174.449997
GOOG,2/2/2024,140.889999,143.880005,138.169998,143.539993,143.539993,42116900,150.220001
AAPL,2/2/2024,179.860001,187.330002,179.25,185.850006,185.36174,102518000,188.850006
META,2/2/2024,459.600006,485.959991,453.01001,474.98999,474.486542,84615500,468.109985
AMD,1/2/2024,169.270004,171.139999,165.860001,170.479996,170.479996,91576700,169.350006
NVDA,1/2/2024,621,631.909973,616.5,630.27002,630.240479,36914600,696.409973
MSFT,1/2/2024,401.829987,408,401.799988,403.779999,402.309052,30657700,414.109985
AMZN,1/2/2024,155.869995,159.759995,155.619995,159.279999,159.279999,76542400,169.839996
GOOG,1/2/2024,143.690002,144.619995,142.259995,142.710007,142.710007,25526900,147.220001
AAPL,1/2/2024,183.990005,186.949997,183.820007,186.860001,186.369095,64885400,188.320007
META,1/2/2024,393.940002,400.5,393.049988,394.779999,394.361572,29727100,470
AMD,31/1/2024,165.740005,171.300003,162.559998,167.690002,167.690002,133157300,170.940002
NVDA,31/1/2024,614.400024,622.690002,607,615.27002,615.24115,45379500,700.98999
MSFT,31/1/2024,406.959991,415.320007,397.209991,397.579987,396.131622,47871100,414.049988
AMZN,31/1/2024,157,159.009995,154.809998,155.199997,155.199997,50284400,170.529999
GOOG,31/1/2024,145.389999,145.589996,141.550003,141.800003,141.800003,43908600,146.679993
AAPL,31/1/2024,187.039993,187.100006,184.350006,184.399994,183.915543,55467800,189.410004
META,31/1/2024,389,398,387.100006,390.140015,389.726501,20180800,469.589996
AMD,30/1/2024,176.130005,178.479996,169.520004,172.059998,172.059998,122265700,167.880005
NVDA,30/1/2024,629,634.929993,622.599976,627.73999,627.710571,41073500,682.22998
MSFT,30/1/2024,412.26001,413.049988,406.450012,408.589996,407.101501,33477600,405.48999
AMZN,30/1/2024,160.699997,161.729996,158.490005,159,159,45207400,169.149994
GOOG,30/1/2024,154.009995,155.039993,152.774994,153.050003,153.050003,26578900,145.410004
AAPL,30/1/2024,190.940002,191.800003,187.470001,188.039993,187.545975,55859400,189.300003
META,30/1/2024,403.589996,406.359985,399.570007,400.059998,399.635986,18614700,454.720001
AMD,29/1/2024,178.770004,178.889999,174.399994,177.830002,177.830002,89384500,174.229996
NVDA,29/1/2024,612.320007,624.890015,609.070007,624.650024,624.620728,34873300,693.320007
MSFT,29/1/2024,406.059998,409.980011,404.329987,409.720001,408.227386,24510200,405.649994
AMZN,29/1/2024,159.339996,161.289993,158.899994,161.259995,161.259995,45270400,170.309998
GOOG,29/1/2024,153.639999,155.199997,152.919998,154.839996,154.839996,20909300,144.929993
AAPL,29/1/2024,192.009995,192.199997,189.580002,191.729996,191.226273,47145600,187.679993
META,29/1/2024,394.98999,402.929993,393.100006,401.019989,400.59494,18742400,459.410004
AMD,26/1/2024,175.289993,181.229996,174.149994,177.25,177.25,107381200,177.660004
NVDA,26/1/2024,609.599976,617.830017,605.72998,610.309998,610.281372,39030900,661.599976
MSFT,26/1/2024,404.369995,406.170013,402.429993,403.929993,402.458496,17803300,411.220001
AMZN,26/1/2024,158.419998,160.720001,157.910004,159.119995,159.119995,51047400,171.809998
GOOG,26/1/2024,152.869995,154.110001,152.800003,153.789993,153.789993,19494500,143.539993
AAPL,26/1/2024,194.270004,194.759995,191.940002,192.419998,191.914474,44594000,185.850006
META,26/1/2024,394.350006,396.790009,391.589996,394.140015,393.72226,13163700,474.98999
AMD,25/1/2024,183.410004,184.919998,177.630005,180.330002,180.330002,127171400,170.479996
NVDA,25/1/2024,623.5,627.190002,608.5,616.169983,616.141052,48277700,630.27002
MSFT,25/1/2024,404.320007,407.01001,402.529999,404.869995,403.395081,21021200,403.779999
AMZN,25/1/2024,156.949997,158.509995,154.550003,157.75,157.75,43638600,159.279999
GOOG,25/1/2024,151.740005,154.759995,151.220001,153.639999,153.639999,21495100,142.710007
AAPL,25/1/2024,195.220001,196.270004,193.110001,194.169998,193.659882,54822100,186.860001
META,25/1/2024,390.170013,395.48999,385.660004,393.179993,392.763275,15091100,394.779999
AMD,24/1/2024,172.550003,180.580002,170.559998,178.289993,178.289993,125516400,167.690002
NVDA,24/1/2024,603.039978,628.48999,599.380005,613.619995,613.591187,56027100,615.27002
MSFT,24/1/2024,401.540009,405.630005,400.450012,402.559998,401.093475,24867000,397.579987
AMZN,24/1/2024,157.800003,158.509995,156.479996,156.869995,156.869995,48547300,155.199997
GOOG,24/1/2024,150.289993,151.570007,149.839996,150.350006,150.350006,19245000,141.800003
AAPL,24/1/2024,195.419998,196.380005,194.339996,194.5,193.988998,53631300,184.399994
META,24/1/2024,390,396.149994,387.809998,390.700012,390.285919,15698500,390.140015
AMD,23/1/2024,166.5,169.630005,164.270004,168.419998,168.419998,76830500,172.059998
NVDA,23/1/2024,595.700012,599.099976,585.849976,598.72998,598.701904,29465400,627.73999
MSFT,23/1/2024,395.75,399.380005,393.929993,398.899994,397.446808,20525900,408.589996
AMZN,23/1/2024,154.850006,156.210007,153.929993,156.020004,156.020004,37986000,159
GOOG,23/1/2024,147.720001,148.860001,147.190002,148.679993,148.679993,14113600,153.050003
AAPL,23/1/2024,195.020004,195.75,193.830002,195.179993,194.667221,42355600,188.039993
META,23/1/2024,384.619995,388.380005,382.079987,385.200012,384.791748,15506100,400.059998
AMD,22/1/2024,174.389999,174.720001,164.149994,168.179993,168.179993,122973800,177.830002
NVDA,22/1/2024,600.48999,603.309998,590.700012,596.539978,596.512024,45295500,624.650024
MSFT,22/1/2024,400.019989,400.619995,393.589996,396.51001,395.065521,27016900,409.720001
AMZN,22/1/2024,156.889999,157.050003,153.899994,154.779999,154.779999,43687500,161.259995
GOOG,22/1/2024,148.710007,150.014999,147.580002,147.710007,147.710007,21829200,154.839996
AAPL,22/1/2024,192.300003,195.330002,192.259995,193.889999,193.3806,60133900,191.729996
META,22/1/2024,387.950012,390.350006,381.160004,381.779999,381.375366,17680500,401.019989
AMD,19/1/2024,165.800003,174.25,162.199997,174.229996,174.229996,139825500,177.25
NVDA,19/1/2024,579.890015,595,572.25,594.909973,594.88208,54210300,610.309998
MSFT,19/1/2024,395.76001,398.670013,393.5,398.670013,397.217682,29272000,403.929993
AMZN,19/1/2024,153.830002,155.759995,152.740005,155.339996,155.339996,51033700,159.119995
GOOG,19/1/2024,146.304993,148.039993,145.800003,147.970001,147.970001,27170900,153.789993
AAPL,19/1/2024,189.330002,191.949997,188.820007,191.559998,191.056732,68741000,192.419998
META,19/1/2024,379,384.359985,377.970001,383.450012,383.04361,21470100,394.140015
AMD,18/1/2024,166.199997,168.600006,158.220001,162.669998,162.669998,131864900,180.330002
NVDA,18/1/2024,572.599976,576,561.070007,571.070007,571.043213,49165000,616.169983
MSFT,18/1/2024,391.720001,393.98999,390.119995,393.869995,392.43512,23392100,404.869995
AMZN,18/1/2024,152.770004,153.779999,151.820007,153.5,153.5,37850200,157.75
GOOG,18/1/2024,143.440002,145.585007,143.350006,144.990005,144.990005,18876800,153.639999
AAPL,18/1/2024,186.089996,189.139999,185.830002,188.630005,188.13443,78005800,194.169998
META,18/1/2024,371.48999,376.850006,370.950012,376.130005,375.731354,16354300,393.179993
AMD,17/1/2024,158.449997,160.639999,154.399994,160.169998,160.169998,104085000,178.289993
NVDA,17/1/2024,563.469971,564.710022,547.400024,560.530029,560.503723,47439400,613.619995
MSFT,17/1/2024,387.980011,390.109985,384.809998,389.470001,388.051147,22234100,402.559998
AMZN,17/1/2024,151.490005,152.149994,149.910004,151.710007,151.710007,34953400,156.869995
GOOG,17/1/2024,142.910004,143.410004,140.509995,142.889999,142.889999,17884500,150.350006
AAPL,17/1/2024,181.270004,182.929993,180.300003,182.679993,182.200058,47317400,194.5
META,17/1/2024,366.299988,368.540009,358.609985,368.369995,367.979553,12724800,390.700012
AMD,16/1/2024,150.360001,159.720001,149.979996,158.740005,158.740005,112711400,168.419998
NVDA,16/1/2024,550.179993,568.349976,549,563.820007,563.793579,44958000,598.72998
MSFT,16/1/2024,393.660004,394.029999,387.619995,390.269989,388.848236,27202300,398.899994
AMZN,16/1/2024,153.529999,154.990005,152.149994,153.160004,153.160004,41384600,156.020004
GOOG,16/1/2024,143.429993,145.839996,143.056,144.080002,144.080002,19198900,148.679993
AAPL,16/1/2024,182.160004,184.259995,180.929993,183.630005,183.147568,65603000,195.179993
META,16/1/2024,373.649994,375.609985,367.230011,367.459991,367.070526,15306900,385.200012
AMD,12/1/2024,148.039993,148.75,145,146.559998,146.559998,48250800,174.229996
NVDA,12/1/2024,546.200012,549.700012,543.299988,547.099976,547.074341,35247900,594.909973
MSFT,12/1/2024,385.48999,388.679993,384.649994,388.470001,387.05481,21645700,398.670013
AMZN,12/1/2024,155.389999,156.199997,154.009995,154.619995,154.619995,40460300,155.339996
GOOG,12/1/2024,144.339996,144.740005,143.360001,144.240005,144.240005,13995200,147.970001
